text,true_label,prediction,latency,is_valid,dataset,status
"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ",positive,,0.008083343505859375,False,SST-2,error: model 'phi3' not found (status code: 404)
"the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past . ",positive,,0.007107257843017578,False,SST-2,error: model 'phi3' not found (status code: 404)
"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ",positive,,0.011802434921264648,False,SST-2,error: model 'phi3' not found (status code: 404)
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",positive,,0.0068204402923583984,False,SST-2,error: model 'phi3' not found (status code: 404)
it 's great escapist fun that recreates a place and time that will never happen again . ,positive,,0.006340980529785156,False,SST-2,error: model 'phi3' not found (status code: 404)
cool ? ,positive,,0.006378650665283203,False,SST-2,error: model 'phi3' not found (status code: 404)
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",positive,,0.008661508560180664,False,SST-2,error: model 'phi3' not found (status code: 404)
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",positive,,0.007672786712646484,False,SST-2,error: model 'phi3' not found (status code: 404)
a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,positive,,0.008552074432373047,False,SST-2,error: model 'phi3' not found (status code: 404)
reggio 's continual visual barrage is absorbing as well as thought-provoking . ,positive,,0.008015632629394531,False,SST-2,error: model 'phi3' not found (status code: 404)
"ramsay , as in ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid . ",positive,,0.006861209869384766,False,SST-2,error: model 'phi3' not found (status code: 404)
"if you 're hard up for raunchy college humor , this is your ticket right here . ",positive,,0.005464315414428711,False,SST-2,error: model 'phi3' not found (status code: 404)
"it 's also , clearly , great fun . ",positive,,0.006501674652099609,False,SST-2,error: model 'phi3' not found (status code: 404)
the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . ,positive,,0.008370399475097656,False,SST-2,error: model 'phi3' not found (status code: 404)
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . ",positive,,0.0067598819732666016,False,SST-2,error: model 'phi3' not found (status code: 404)
if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,positive,,0.009852409362792969,False,SST-2,error: model 'phi3' not found (status code: 404)
"bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first . ",positive,,0.008510112762451172,False,SST-2,error: model 'phi3' not found (status code: 404)
"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ",positive,,0.0068814754486083984,False,SST-2,error: model 'phi3' not found (status code: 404)
im thinking well i could be a bit smaller but for health reasons and i should see a doctor more regularly because im feeling crappy,sadness,,0.01613593101501465,False,Emotion,error: model 'phi3' not found (status code: 404)
i was feeling emotional crying for no apparent reason but at the time it feels like the world is ending,sadness,,0.013075113296508789,False,Emotion,error: model 'phi3' not found (status code: 404)
ive feeling a little blank and could think of nothing to write about which might be interesting to explore or had my mind captivated,sadness,,0.01542043685913086,False,Emotion,error: model 'phi3' not found (status code: 404)
i will admit with the joy of cooking there are also times where you feel defeated,sadness,,0.008251667022705078,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like an ungrateful ass a href http thisisntcuteanymore,sadness,,0.007173061370849609,False,Emotion,error: model 'phi3' not found (status code: 404)
i also feel lethargic and again,sadness,,0.008239507675170898,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel dirty watching this series and you can tell how the series is trying to induce false emotions in the viewer,sadness,,0.008611679077148438,False,Emotion,error: model 'phi3' not found (status code: 404)
i feels so lame,sadness,,0.009047508239746094,False,Emotion,error: model 'phi3' not found (status code: 404)
i am only providing the link as a courtesy to its author but it was all about stuff that was either before my time or i never experienced even if i lived when it was available so i couldn t feel emotional about any of it,sadness,,0.008504867553710938,False,Emotion,error: model 'phi3' not found (status code: 404)
i am sitting on the couch and im feeling rather ashamed so to get in the act of things i slap myself,sadness,,0.00819706916809082,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel ashamed and so i tried my very best to help them,sadness,,0.006585836410522461,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so drained at the end of a novel because i try my very hardest to get something from it that will change and impact my life,sadness,,0.007335662841796875,False,Emotion,error: model 'phi3' not found (status code: 404)
i did not know this i could not look out upon the sea and sky without feeling mildly discontent,sadness,,0.005893707275390625,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so much boring with my straight hair for all over years haha,sadness,,0.006469249725341797,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel anger i feel sad i feel joy and i feel other emotions too but will stick to a few,sadness,,0.005968570709228516,False,Emotion,error: model 'phi3' not found (status code: 404)
im feeling a lot less ugly duckling and a lot more a href http,sadness,,0.0065305233001708984,False,Emotion,error: model 'phi3' not found (status code: 404)
i hate these feelings in my heart i hate that work stressed me out i hate that cornelius wont let me get my way im frustrated lord,sadness,,0.005914449691772461,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so dirty but after spending a day at the mk show me and a buddy decided we would get the two player starter between us luckily for us both i liked the everblight and he liked the circle maybe a tad to much so it all worked out well,sadness,,0.007393836975097656,False,Emotion,error: model 'phi3' not found (status code: 404)
i am not surprised cause its like ok when you feel crappy and it just continues for like days or so you really try to avoid getting that sickness again,sadness,,0.0072629451751708984,False,Emotion,error: model 'phi3' not found (status code: 404)
i told him that i was willing to do whatever it took for me to not have to feel this horrible every day,sadness,,0.007304191589355469,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel less stress about doing pretty much any unpleasant obligation in life because i know that i will allow myself to mix it with things i enjoy running baking climbing coffee with girlfriends cuddling with my dog reading a book,sadness,,0.0052337646484375,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so jaded and bored,sadness,,0.01085042953491211,False,Emotion,error: model 'phi3' not found (status code: 404)
i never make her separate from me because i don t ever want her to feel like i m ashamed with her,sadness,,0.011223077774047852,False,Emotion,error: model 'phi3' not found (status code: 404)
i always feel stupid afterwards,sadness,,0.008321285247802734,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel stupid whenever this happens,sadness,,0.006268501281738281,False,Emotion,error: model 'phi3' not found (status code: 404)
i made that make me feel dumb and dumber,sadness,,0.006278514862060547,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel defeated but others i feel refreshed,sadness,,0.004753828048706055,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel numb as i carry on and i wonder if i will get over it,sadness,,0.007277965545654297,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel drained and i am physically sore from the work i did,sadness,,0.007192850112915039,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so disappointed when my ex girlfriend doesn t call me back,sadness,,0.00980520248413086,False,Emotion,error: model 'phi3' not found (status code: 404)
i never feel depressed because my cancer and i have learnt to live and sleep with each other,sadness,,0.00517582893371582,False,Emotion,error: model 'phi3' not found (status code: 404)
i spend a lot of time feeling disappointed with myself for not doing a better job at attaining my goals,sadness,,0.00458979606628418,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel more of numb now,sadness,,0.006315946578979492,False,Emotion,error: model 'phi3' not found (status code: 404)
i regularly feel embarrassed about,sadness,,0.005292654037475586,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel crappy i eat crappy,sadness,,0.0075511932373046875,False,Emotion,error: model 'phi3' not found (status code: 404)
im also still feeling whiney as hell so its possible i could rant a bit today,sadness,,0.007628202438354492,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so discontent so guilty so pathetic so lonley and i hate myself for it,sadness,,0.006835460662841797,False,Emotion,error: model 'phi3' not found (status code: 404)
i would call success and i was feeling pretty depressed about the state of clothes,sadness,,0.004823923110961914,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel fucking woeful looking at the other girls,sadness,,0.003263711929321289,False,Emotion,error: model 'phi3' not found (status code: 404)
i remember that i moved them but i cant remember where and i feel so foolish,sadness,,0.0058596134185791016,False,Emotion,error: model 'phi3' not found (status code: 404)
i have spent of my waking hours enjoying the freedom of not owning a cellphone feeling smug about it in situations in which a phone would have been awfully convenient and fielding incredulous questions,joy,,0.008464336395263672,False,Emotion,error: model 'phi3' not found (status code: 404)
i like being in church on sundays it makes me feel more virtuous how self effacing and more settled for the week ahead,joy,,0.007053852081298828,False,Emotion,error: model 'phi3' not found (status code: 404)
im begging fate not to mess with the next cycle to let it look as pretty as this one so i can at least go in feeling reassured,joy,,0.007647275924682617,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel honoured today olu jacobs i feel honoured today olu jacobs a href http momo,joy,,0.00557708740234375,False,Emotion,error: model 'phi3' not found (status code: 404)
i dont have any photos with me because i was too excited and happy about my prejudging which i did great btw at least i feel tt i did since i felt confident and didnt stutter in front the panel of judges we had and dearest bf was around after doors opened for the public,joy,,0.0053577423095703125,False,Emotion,error: model 'phi3' not found (status code: 404)
i want you to know that if i become prime minister in less than a year s time i will be proud to do so as a friend of israel a jew and most of all someone who feels so proud to be part of the community gathered here today,joy,,0.005364179611206055,False,Emotion,error: model 'phi3' not found (status code: 404)
im now on day two of the plan and im feeling positive,joy,,0.0026521682739257812,False,Emotion,error: model 'phi3' not found (status code: 404)
i am who god has chosen to help my daughter become the woman god intended her to be even if i don t feel perfect,joy,,0.006613969802856445,False,Emotion,error: model 'phi3' not found (status code: 404)
i chant the invocation and feel his force supporting me as i teach,joy,,0.01000666618347168,False,Emotion,error: model 'phi3' not found (status code: 404)
i really feel like we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut,joy,,0.006313323974609375,False,Emotion,error: model 'phi3' not found (status code: 404)
i dont know if i feel thrilled at finally getting to go camping again with people i like and know first time where thats happened,joy,,0.008415699005126953,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel fine now even though ive just burned the dinner oops,joy,,0.010959148406982422,False,Emotion,error: model 'phi3' not found (status code: 404)
i take photos of but i suppose since i feel i am least talented in the area of portraiture i most admire that ability in others,joy,,0.008856773376464844,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel privileged to be a part of something so eternal and so precious to the lord jesus he shed his blood so that churches like this could exist,joy,,0.008856773376464844,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel a little glamorous i wet the brush,joy,,0.005058765411376953,False,Emotion,error: model 'phi3' not found (status code: 404)
i do not feel assured,joy,,0.0061435699462890625,False,Emotion,error: model 'phi3' not found (status code: 404)
i aspire to capture the manner in which i feel this tension is resolved and why austere and introspective training still has a place alongside study of the method at euskc,joy,,0.005715608596801758,False,Emotion,error: model 'phi3' not found (status code: 404)
i had been blessed to be running it for the th time how could i not be feeling anything but thankful at the many gifts this race had given me,joy,,0.004125356674194336,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel your frustration but it s time to calm the hell down,joy,,0.006677389144897461,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel honored to be part of the culinary community here,joy,,0.006730079650878906,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel should be determined by me and my actions and nobody or nothing else,joy,,0.0059468746185302734,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like he moves sleep i am glad i enjoyed that week of good sleep that i mentioned because i have a feeling that is over with now,joy,,0.005791664123535156,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel reassured that the county government in my county takes the murder of an illegal immigrant in a back alley seriously enough to prosecute someone years later,joy,,0.006610870361328125,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel i m handling it well and i m enjoying it he said,joy,,0.007213115692138672,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel as though it is worthwhile and career wise,joy,,0.005198478698730469,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like i m part of the problem when i call out missy jane s trusting an angel cover for not airbrushing out all the real skin on the cover model s,joy,,0.006956815719604492,False,Emotion,error: model 'phi3' not found (status code: 404)
i have ever seen in my life was laceys constant disapprovements of rikkis extreme happiness when she just wasnt feeling quite as carefree as he was,joy,,0.01195216178894043,False,Emotion,error: model 'phi3' not found (status code: 404)
i had a fab christmas and an amazing new year with my family and friends and against all odds i feel very optimistic about,joy,,0.007912874221801758,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel eager to do well and i feel like ive got more titles in me he concluded ominously,joy,,0.005724430084228516,False,Emotion,error: model 'phi3' not found (status code: 404)
i also got some very nice condiment type pressies whilst at our local garden centre today so i am feeling that i have achieved something towards the festive season,joy,,0.004483461380004883,False,Emotion,error: model 'phi3' not found (status code: 404)
i always said i felt so blessed to have him and today that feeling is been reassured many times,joy,,0.006269693374633789,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so glad that im able to have the time to spend some time with my family now,joy,,0.003857851028442383,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel that this is a highly talented bunch when roling on all cyclinders,joy,,0.004397392272949219,False,Emotion,error: model 'phi3' not found (status code: 404)
im happy i feel out of energy and not very inspired to do my crafts,joy,,0.007670402526855469,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so amazingly overwhelming thrilled for my wedding,joy,,0.010170221328735352,False,Emotion,error: model 'phi3' not found (status code: 404)
im sure ill feel more playful soon but i just cant right now,joy,,0.005053997039794922,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel somewhat safe to give hosting a try,joy,,0.007134914398193359,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel bouncy and i could easily run out there few hours,joy,,0.006731986999511719,False,Emotion,error: model 'phi3' not found (status code: 404)
i tune out the rest of the world and focus on the rhythm of the needles and the softness of the yarn and for that time i feel my most peaceful,joy,,0.004703044891357422,False,Emotion,error: model 'phi3' not found (status code: 404)
i hate feeling like this this is bullshit ok i m so done bye,joy,,0.007717609405517578,False,Emotion,error: model 'phi3' not found (status code: 404)
i was feeling the need for some christmas crafting this week especially after seeing a couple of lovely quilty christmas projects at stitch group,love,,0.006613254547119141,False,Emotion,error: model 'phi3' not found (status code: 404)
i can feel the warmth of the gentle sun,love,,0.005085468292236328,False,Emotion,error: model 'phi3' not found (status code: 404)
i have strong feelings about being faithful,love,,0.004515886306762695,False,Emotion,error: model 'phi3' not found (status code: 404)
i have so much going on in my life and am constantly running like crazy i can always steal a quiet moment to acknowledge this child and the overwhelming excitement and anticipation that i feel god is truly faithful and brings everything around,love,,0.003856182098388672,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel your prescence a gentle touch,love,,0.0055561065673828125,False,Emotion,error: model 'phi3' not found (status code: 404)
i just can t feel accepted,love,,0.0049762725830078125,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like i wouldnt have a longing if only we could have a baby and have that new experience together,love,,0.010251522064208984,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel inside coz i m so fucking horny,love,,0.006365537643432617,False,Emotion,error: model 'phi3' not found (status code: 404)
i have learned how much more like a neighbourhood this place feels the humans with dogs have been very sympathetic and understand my quixotic need to walk a dog to walk period,love,,0.009140491485595703,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like a mom of a compassionate smart stable human being,love,,0.005908966064453125,False,Emotion,error: model 'phi3' not found (status code: 404)
i have a feeling this is a bit naughty scanning an article from a magazine but i know that so many people would love to read thi,love,,0.00944828987121582,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel a bit like a naughty kid who went and spent their last pence on a bag full of e numbers guilty,love,,0.005633115768432617,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel more gentle that way wth,love,,0.010711908340454102,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel my truth is accepted and not judged because well,love,,0.005078792572021484,False,Emotion,error: model 'phi3' not found (status code: 404)
i just want to know the feeling of loving and be loved,love,,0.007339954376220703,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel check the wonder in all that you see you ve got to get loving unconditionally,love,,0.008960247039794922,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel a gentle tap and find flower child watching me her expression grave,love,,0.007893085479736328,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel the hearts decision to stop caring can it be reversed,love,,0.006769657135009766,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel affirmed gracious sensuous and will have less self doubt when a href http generations,love,,0.007778167724609375,False,Emotion,error: model 'phi3' not found (status code: 404)
i got home feeling hot tired and great,love,,0.0056705474853515625,False,Emotion,error: model 'phi3' not found (status code: 404)
i ever recognized what it was to feel passionate about something was with music,love,,0.00876307487487793,False,Emotion,error: model 'phi3' not found (status code: 404)
i smiled at him feeling his longing and said maybe later buddy but i have to make lunch now,love,,0.004111289978027344,False,Emotion,error: model 'phi3' not found (status code: 404)
i lost a few people which i hate because i have a really hard time letting go of people to whom i feel loyal,love,,0.0053174495697021484,False,Emotion,error: model 'phi3' not found (status code: 404)
i try my best to love on them shed some light but i feel deeply compassionate with their problems and hurt even if its someone in the media,love,,0.006787776947021484,False,Emotion,error: model 'phi3' not found (status code: 404)
ive been feeling from my adoring fans that would be teh whole like of you who are my friends here i felt brave and excited and ventrured forth with guitar in hand to a local open mic night,love,,0.007433414459228516,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel no shame whatsoever in longing for iron man at my local cineworld,love,,0.0067179203033447266,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like the writer wants me to think so and proclaiming he no longer liked pulsars is a petty and hilarious bit of character,love,,0.0058879852294921875,False,Emotion,error: model 'phi3' not found (status code: 404)
i read about him and learn about him in his interviews the more i feel like i could never deserve someone so kind and compassionate,love,,0.005157470703125,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel it so easily like that of a gentle rain that warms the earth and brings laughter and delight from all those that pause to take notice of such a blessing,love,,0.004019737243652344,False,Emotion,error: model 'phi3' not found (status code: 404)
im polyamorous something im starting to feel truly accepted for being,love,,0.006120920181274414,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel for folks with tender plantings that may have been set out too soon it might actually dip below freezing over the next few nights,love,,0.0055620670318603516,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel cared for and accepted,love,,0.006973981857299805,False,Emotion,error: model 'phi3' not found (status code: 404)
i wonder how it feels to be loved by someone you love,love,,0.007714033126831055,False,Emotion,error: model 'phi3' not found (status code: 404)
i have not had any serious injuries or setbacks other than that infection in my foot a couple of months ago but i have noticed that my knees and inner foot have started to ache and feel tender during the longer runs,love,,0.0059528350830078125,False,Emotion,error: model 'phi3' not found (status code: 404)
i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land,love,,0.0048236846923828125,False,Emotion,error: model 'phi3' not found (status code: 404)
i was careful to make sure the characters featured you can feel sympathetic,love,,0.0065975189208984375,False,Emotion,error: model 'phi3' not found (status code: 404)
i cant tell you how many times in the four months we have been seeing each other seriously that we have had to have serious emotional talks because one or both of us was feeling tender,love,,0.007735013961791992,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like but im not very fond of that word,love,,0.006673097610473633,False,Emotion,error: model 'phi3' not found (status code: 404)
i sometimes feel is carried in my heart just by loving my child so fiercely,love,,0.0070629119873046875,False,Emotion,error: model 'phi3' not found (status code: 404)
i just feel tender,love,,0.007871866226196289,False,Emotion,error: model 'phi3' not found (status code: 404)
i wake too early so i feel grumpy,anger,,0.00625157356262207,False,Emotion,error: model 'phi3' not found (status code: 404)
i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,anger,,0.006913661956787109,False,Emotion,error: model 'phi3' not found (status code: 404)
i should pull out if i feel resentful or edgy,anger,,0.006619691848754883,False,Emotion,error: model 'phi3' not found (status code: 404)
i have felt the need to write out my sometimes anxious feelings impatient thoughts lists of things that still should could be done before this baby arrives,anger,,0.014364957809448242,False,Emotion,error: model 'phi3' not found (status code: 404)
i always get that feeling that i got one kids more than another and it is vicious,anger,,0.005837202072143555,False,Emotion,error: model 'phi3' not found (status code: 404)
i lie down he feels my belly listens to babys heartbeat gets mad at me for sitting up without rolling onto my side first and then tells me theres some protein in my urine nothing to be worried about though and asks if anything is bothering me,anger,,0.0077779293060302734,False,Emotion,error: model 'phi3' not found (status code: 404)
i disagree with my parents on many issues and will sometimes let them know my feelings in unkind ways,anger,,0.006688594818115234,False,Emotion,error: model 'phi3' not found (status code: 404)
i found myself looking at the clock and starting to feel irritated,anger,,0.008725881576538086,False,Emotion,error: model 'phi3' not found (status code: 404)
i was feeling pretty distracted with a few things that have been going on so it felt good to go with a clear mind,anger,,0.006297588348388672,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel completely distracted and emotionally drained,anger,,0.0065495967864990234,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel it is dangerous especially for the new believer who is not grounded in the word of god,anger,,0.007153987884521484,False,Emotion,error: model 'phi3' not found (status code: 404)
i get the feeling that this could be dangerous,anger,,0.00604557991027832,False,Emotion,error: model 'phi3' not found (status code: 404)
im feeling a little dissatisfied,anger,,0.00661015510559082,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel rebellious i wish i could do things legally i cant smoke drink or drive,anger,,0.006518125534057617,False,Emotion,error: model 'phi3' not found (status code: 404)
i was feeling distracted yesterday,anger,,0.007765054702758789,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel more aggravated and annoyed by their visits,anger,,0.0066487789154052734,False,Emotion,error: model 'phi3' not found (status code: 404)
i have had moments of feeling silently offended by egyptian youngsters who identified as egyptian even if they were born in the us labeling me as a white person even though they were in many ways more assimilated than me,anger,,0.007600307464599609,False,Emotion,error: model 'phi3' not found (status code: 404)
i am writing and sharing here is much more about my own story and what i believe with all my heart the world needs to know the riches we have in god than me feeling angry towards or trying to bash the people and leaders and parents,anger,,0.005807399749755859,False,Emotion,error: model 'phi3' not found (status code: 404)
im not sure if im more at peace with our situation or if im just not feeling as bitter about it but in the past five months something has changed within me,anger,,0.005808353424072266,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like it add a little bit more shield from the cold and the fabric is great for wicking away sweat,anger,,0.006622314453125,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel like a lot of men are royally fucked up and go through life wreaking havoc and end up destroying themselves in the process,anger,,0.006138801574707031,False,Emotion,error: model 'phi3' not found (status code: 404)
i buy something i go out and look at what else i didnt buy and then after a bit of comparison here and there i suddenly feel dissatisfied with my purchase,anger,,0.007215261459350586,False,Emotion,error: model 'phi3' not found (status code: 404)
im always feeling so agitated overly excited and impatient to those who are close to me,anger,,0.006089448928833008,False,Emotion,error: model 'phi3' not found (status code: 404)
i can feel the rebellious spirit already,anger,,0.00489497184753418,False,Emotion,error: model 'phi3' not found (status code: 404)
im not condoning terrorist action but you feel so furious and powerless,anger,,0.006524085998535156,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel the vile rising in my throat flipping up the lid on the toilet to let it out,anger,,0.0059735774993896484,False,Emotion,error: model 'phi3' not found (status code: 404)
i wont give you too much in case you feel greedy,anger,,0.006003856658935547,False,Emotion,error: model 'phi3' not found (status code: 404)
ive struggled mightily through today and even though i feel cranky and tired and unmotivated still i really am not going to be going to sleep before eleven thirty,anger,,0.0075533390045166016,False,Emotion,error: model 'phi3' not found (status code: 404)
i think about the things ive said and the stuff i have done it makes me feel disgusted in myself when i should be making you happy and smile which i was far from doing,anger,,0.0075206756591796875,False,Emotion,error: model 'phi3' not found (status code: 404)
i can never tell him how i feel and it really sucks because i think he gets really bothered by that,anger,,0.007130861282348633,False,Emotion,error: model 'phi3' not found (status code: 404)
i actually feel agitated which led to a terrible day yesterday in which i was unable to concentrate on anything and basically piddled the day away,anger,,0.005398273468017578,False,Emotion,error: model 'phi3' not found (status code: 404)
i can put on it without words since i just cant type on that it was so lovely this morning yes im feeling sarcastic today,anger,,0.006862640380859375,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel slightly disgusted as well,anger,,0.006644010543823242,False,Emotion,error: model 'phi3' not found (status code: 404)
i wasn t sure what this gnawing feeling i was having but i was getting agitated sitting around doing nothing,anger,,0.006643772125244141,False,Emotion,error: model 'phi3' not found (status code: 404)
i dropped off the script and left feeling dissatisfied with myself,anger,,0.006989240646362305,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel bitchy saying it but i think that next saturday i just want to be alone,anger,,0.005934953689575195,False,Emotion,error: model 'phi3' not found (status code: 404)
i hope i get the job cause im in desperate need of money and i feel greedy,anger,,0.0064792633056640625,False,Emotion,error: model 'phi3' not found (status code: 404)
i was feeling cold towards to my partner although i didnt think i presented that way i felt like i had to fake my feelings for him and that i didnt love him anymore,anger,,0.005417346954345703,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel so cold a href http irish,anger,,0.006070852279663086,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind,anger,,0.007180213928222656,False,Emotion,error: model 'phi3' not found (status code: 404)
im feeling pretty anxious,fear,,0.00661468505859375,False,Emotion,error: model 'phi3' not found (status code: 404)
i woke up today feeling kind of strange,fear,,0.008013010025024414,False,Emotion,error: model 'phi3' not found (status code: 404)
i am and i am looking for some vest tops i have some shorts but long ones due to feel paranoid that i have cellulite everywhere,fear,,0.0069239139556884766,False,Emotion,error: model 'phi3' not found (status code: 404)
i do feel apprehensive and nervous at times about how i am performing with my modules,fear,,0.006334066390991211,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel scared anxious,fear,,0.009135007858276367,False,Emotion,error: model 'phi3' not found (status code: 404)
i can easily feel quite pressured by routines and i really noticed the difference while i was away,fear,,0.006018400192260742,False,Emotion,error: model 'phi3' not found (status code: 404)
i described how i was feeling the feeling of being out of control and completely restless the fear of what could still happen my obsession with trying to do it all and the fact that it was just not working,fear,,0.005501747131347656,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel suffocated and paranoid,fear,,0.00841212272644043,False,Emotion,error: model 'phi3' not found (status code: 404)
i was still feeling hesitant last night but when i woke up i found that i had made my decision and that the slatebook somewhat to my own surprise was what i wanted,fear,,0.006913661956787109,False,Emotion,error: model 'phi3' not found (status code: 404)
i was trying to demonstrate that i understood what she was feeling but she was very alarmed and worried for my safety,fear,,0.008580684661865234,False,Emotion,error: model 'phi3' not found (status code: 404)
i guess feelings aren t meant to be inhibited or prohibited,fear,,0.008113622665405273,False,Emotion,error: model 'phi3' not found (status code: 404)
im not feeling anything suspicious really,fear,,0.01111602783203125,False,Emotion,error: model 'phi3' not found (status code: 404)
i was stressed about my job search and apartment hunting and i was just feeling overwhelmed with everything that was going on,fear,,0.0102081298828125,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel kinda weird when andrea tries to talk to me about chris,fear,,0.0062868595123291016,False,Emotion,error: model 'phi3' not found (status code: 404)
i was remembering this i was feeling skeptical,fear,,0.005612611770629883,False,Emotion,error: model 'phi3' not found (status code: 404)
i feel agitated and annoyed more than worried or fearful but these feelings can easily lead to being short tempered with my family and feelings of disharmony,fear,,0.005887746810913086,False,Emotion,error: model 'phi3' not found (status code: 404)
i decide that picking the easy route would get me nowhere and i feel like other people want me tortured so i follow the blue path,fear,,0.007612466812133789,False,Emotion,error: model 'phi3' not found (status code: 404)
im feeling doubtful about all of the patterns and colors working together but we cant be sure until everything comes together,fear,,0.006563901901245117,False,Emotion,error: model 'phi3' not found (status code: 404)
im feeling a little anxious about the whole thing,fear,,0.008269786834716797,False,Emotion,error: model 'phi3' not found (status code: 404)
i normally find intimidating but shes crazy about tiny little foreign food places and people like her so i feel less socially intimidated when im with her,fear,,0.006025791168212891,False,Emotion,error: model 'phi3' not found (status code: 404)
i still feel nervous,fear,,0.005185604095458984,False,Emotion,error: model 'phi3' not found (status code: 404)
